naam,prijs,beschrijving,url
"FYRTUR Verduisterend rolgordijn - koordloos, op batterijen grijs - IKEA",139 Euro.,"IKEA - FYRTUR, Verduisterend rolgordijn, koordloos, op batterijen grijs, Je kan de rolgordijnen draadloos verstellen om het licht aan te passen of om privacy te krijgen, afhankelijk van waarvoor de ruimte gebruikt wordt. Koordloos rolgordijn voor extra kindveiligheid. Incl. 1 oplaadbare batterij.",https://bit.ly/2JGmbIX
